trans_date_trans_time,cc_num,merchant,category,amt,gender,city,state,lat,long,city_pop,job,unix_time,merch_lat,merch_long,is_fraud
2019-01-03 12:08:48,3577578023716568,"fraud_Streich, Rolfson and Wilderman",kids_pets,1.83,F,Diamond,OH,41.0935,-81.0425,2644,"Engineer, biomedical",1325592528,41.938835,-81.312655,0
2019-01-03 13:57:14,4045036286570100739,"fraud_Walter, Hettinger and Kessler",personal_care,169.01,F,Atglen,PA,39.9458,-75.9703,3066,Product manager,1325599034,40.370306,-76.864131,0
2019-01-03 16:54:53,4922710831011201,fraud_Rau and Sons,grocery_pos,337.05,F,Manor,PA,40.3359,-79.6607,1472,Public affairs consultant,1325609693,41.174382,-79.809888,1
2019-01-03 16:56:01,4570636521433188,"fraud_Reichert, Rowe and Mraz",shopping_net,3.05,F,Deltona,FL,28.8989,-81.2473,88735,Commercial horticulturist,1325609761,28.746165,-81.82232900000001,0
2019-01-03 16:59:55,344709867813900,"fraud_Feil, Hilpert and Koss",food_dining,70.25,F,Sebring,FL,27.4703,-81.4872,50835,Environmental consultant,1325609995,28.062774,-80.619776,0
2019-01-03 17:56:40,213178850083780,fraud_Gerhold LLC,home,91.47,M,Athena,OR,45.8289,-118.4971,1302,Dealer,1325613400,46.768697,-119.293726,0
2019-01-03 18:07:01,4922710831011201,fraud_Pouros-Conroy,shopping_pos,711.66,F,Manor,PA,40.3359,-79.6607,1472,Public affairs consultant,1325614021,41.207335,-78.84093299999999,1
2019-01-03 19:37:28,3546897637165774,fraud_Little Ltd,kids_pets,129.75,F,Prairie Hill,TX,31.6591,-96.8094,263,Barrister,1325619448,30.919108,-95.940941,0
2019-01-03 22:09:00,4922710831011201,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,707.5,F,Manor,PA,40.3359,-79.6607,1472,Public affairs consultant,1325628540,40.601968,-78.768636,1
2019-01-03 22:21:15,4613314721966,fraud_Fisher Inc,shopping_net,942.62,M,Collettsville,NC,35.9946,-81.7266,885,Soil scientist,1325629275,35.76589,-81.951839,1
2019-01-03 22:58:44,4922710831011201,fraud_Mosciski Group,travel,4.5,F,Manor,PA,40.3359,-79.6607,1472,Public affairs consultant,1325631524,39.492341,-78.859114,1
2019-01-03 23:09:51,4613314721966,fraud_Morissette PLC,shopping_pos,821.96,M,Collettsville,NC,35.9946,-81.7266,885,Soil scientist,1325632191,35.772593,-81.593183,1
2019-01-03 23:29:57,4613314721966,fraud_Lemke-Gutmann,shopping_net,1092.68,M,Collettsville,NC,35.9946,-81.7266,885,Soil scientist,1325633397,36.981465,-80.767836,1
2019-01-03 23:41:36,4613314721966,fraud_Mohr-Bayer,shopping_net,1254.27,M,Collettsville,NC,35.9946,-81.7266,885,Soil scientist,1325634096,36.105024,-80.963186,1
2019-01-03 23:44:42,340187018810220,"fraud_Moen, Reinger and Murphy",grocery_pos,274.09,F,San Antonio,TX,29.44,-98.459,1595797,Horticultural consultant,1325634282,29.789989,-97.996197,1
2019-01-04 00:47:10,36153880429415,fraud_Kilback LLC,grocery_pos,81.89,M,Lakeland,FL,28.1762,-81.9591,237282,Plant breeder/geneticist,1325638030,28.099602,-81.026055,0
2019-01-04 00:58:03,341546199006537,"fraud_Stokes, Christiansen and Sipes",grocery_net,14.37,M,Wales,AK,64.7556,-165.6723,145,"Administrator, education",1325638683,65.65414200000001,-164.722603,1
2019-01-04 02:13:44,4922710831011201,fraud_Rau and Sons,grocery_pos,316.93,F,Manor,PA,40.3359,-79.6607,1472,Public affairs consultant,1325643224,39.528505,-80.23307700000001,1
2019-01-04 02:57:17,4922710831011201,fraud_Padberg-Welch,grocery_pos,327.68,F,Manor,PA,40.3359,-79.6607,1472,Public affairs consultant,1325645837,40.236755,-80.30996800000001,1
2019-01-04 03:05:12,4990494243023,fraud_Kerluke-Abshire,shopping_net,526.67,M,Corriganville,MD,39.6967,-78.8031,626,Energy engineer,1325646312,40.543462,-78.592015,0
2019-01-04 08:59:50,213102873001603,"fraud_Harris, Gusikowski and Heaney",grocery_net,31.78,F,Gardiner,OR,43.7857,-124.1437,260,"Engineer, maintenance",1325667590,44.241008,-124.369625,0
2019-01-04 11:54:06,4861310130652566408,fraud_Goodwin-Nitzsche,grocery_pos,210.4,F,Saint Amant,LA,30.2385,-90.8435,10076,"Surveyor, rural practice",1325678046,29.639436,-91.169807,0
2019-01-04 15:06:38,341546199006537,fraud_Predovic Inc,shopping_net,966.11,M,Wales,AK,64.7556,-165.6723,145,"Administrator, education",1325689598,65.468863,-165.473127,1
2019-01-04 15:20:17,4922710831011201,fraud_Corwin-Gorczany,misc_net,795.22,F,Manor,PA,40.3359,-79.6607,1472,Public affairs consultant,1325690417,40.352547,-79.327751,1
2019-01-04 15:48:45,4922710831011201,"fraud_Bins, Balistreri and Beatty",shopping_pos,1015.8,F,Manor,PA,40.3359,-79.6607,1472,Public affairs consultant,1325692125,40.306614,-79.961163,1
2019-01-04 16:16:33,4457732997086323466,fraud_Fadel-Hilpert,health_fitness,74.72,M,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,1325693793,38.282037,-121.463357,0
2019-01-04 17:54:42,374125201044065,fraud_Gaylord-Powlowski,home,68.93,M,Washington,DC,38.9757,-77.0282,601723,"Optician, dispensing",1325699682,38.07798,-77.584059,0
2019-01-04 19:15:11,3595192916105588,fraud_Gutmann-Upton,misc_pos,5.69,M,Fayetteville,NC,35.0583,-79.008,238602,"Scientist, research (maths)",1325704511,35.98588,-79.084631,0
2019-01-04 20:00:35,3595111028444131,"fraud_Weber, Thiel and Hammes",kids_pets,160.64,M,Cardwell,MO,36.0434,-90.2907,1120,Television floor manager,1325707235,35.637219,-89.48172,0
2019-01-04 22:10:09,4922710831011201,fraud_Block-Parisian,misc_net,722.18,F,Manor,PA,40.3359,-79.6607,1472,Public affairs consultant,1325715009,40.346282,-79.59966999999999,1
2019-01-04 22:14:07,4922710831011201,fraud_Schmidt and Sons,shopping_net,898.81,F,Manor,PA,40.3359,-79.6607,1472,Public affairs consultant,1325715247,41.126312,-80.513488,1
2019-01-04 22:22:44,4922710831011201,fraud_Ankunding LLC,shopping_net,1001.63,F,Manor,PA,40.3359,-79.6607,1472,Public affairs consultant,1325715764,39.911297,-80.626808,1
2019-01-04 22:37:04,341546199006537,fraud_Wisozk and Sons,misc_pos,49.61,M,Wales,AK,64.7556,-165.6723,145,"Administrator, education",1325716624,65.347667,-165.91454199999998,1
2019-01-04 23:06:28,341546199006537,fraud_Murray-Smitham,grocery_pos,295.26,M,Wales,AK,64.7556,-165.6723,145,"Administrator, education",1325718388,64.445035,-166.080207,1
2019-01-04 23:44:56,4922710831011201,fraud_Hills-Witting,shopping_net,1099.99,F,Manor,PA,40.3359,-79.6607,1472,Public affairs consultant,1325720696,40.578351,-79.72757800000001,1
2019-01-04 23:59:09,341546199006537,fraud_Friesen Ltd,health_fitness,18.17,M,Wales,AK,64.7556,-165.6723,145,"Administrator, education",1325721549,65.44709399999999,-165.446843,1
2019-01-05 03:15:35,341546199006537,"fraud_Raynor, Reinger and Hagenes",gas_transport,20.45,M,Wales,AK,64.7556,-165.6723,145,"Administrator, education",1325733335,64.088838,-165.10407800000002,1
2019-01-05 03:21:29,341546199006537,fraud_Heller-Langosh,gas_transport,18.19,M,Wales,AK,64.7556,-165.6723,145,"Administrator, education",1325733689,63.917785,-165.827621,1
2019-01-05 05:01:12,3583635130604947,"fraud_Lockman, West and Runte",grocery_pos,215.17,F,Philadelphia,PA,40.0369,-75.0664,1526206,Structural engineer,1325739672,39.675093,-75.90203699999999,0
2019-01-05 06:28:41,4633065159406313,fraud_Bailey-Morar,grocery_pos,59.9,F,Providence,RI,41.8383,-71.4377,203571,"Nurse, children's",1325744921,41.433733,-71.319506,0
2019-01-05 08:23:54,372520049757633,fraud_Corwin-Collins,gas_transport,63.87,F,Ranier,MN,48.6031,-93.2977,136,Ceramics designer,1325751834,48.500417,-92.741433,0
2019-01-05 11:31:23,30328384440870,fraud_Padberg-Welch,grocery_pos,367.29,F,Browning,MO,40.029,-93.1607,602,Cytogeneticist,1325763083,39.167065,-93.705245,1
2019-01-05 12:44:55,6596735789587928,fraud_Zulauf LLC,personal_care,56.57,M,Watertown,MN,44.9595,-93.8482,5619,Licensed conveyancer,1325767495,44.337679,-93.309376,0
2019-01-05 13:27:37,4623560839669,fraud_Hills-Boyer,personal_care,34.32,M,Lohrville,IA,42.2619,-94.5566,695,Administrator,1325770057,42.910754,-94.17021,0
2019-01-05 17:55:35,374238209524200,fraud_Daugherty-Thompson,food_dining,143.5,M,Kent,OR,45.0838,-120.6649,60,Museum education officer,1325786135,45.446517,-120.101289,0
2019-01-05 18:03:18,341546199006537,fraud_McGlynn-Heathcote,misc_net,768.15,M,Wales,AK,64.7556,-165.6723,145,"Administrator, education",1325786598,64.623325,-166.403973,1
2019-01-05 18:03:38,4658490815480264,fraud_Gaylord-Powlowski,home,81.62,F,Keisterville,PA,39.9636,-79.7853,184,Systems developer,1325786618,40.673503,-80.42317,0
2019-01-05 19:01:59,3558652751678952,fraud_Kautzer and Sons,personal_care,18.53,F,Karnack,TX,32.6205,-94.2,2807,Chiropodist,1325790119,33.077539,-94.915808,0
2019-01-05 22:02:34,341546199006537,fraud_Dooley-Thompson,misc_net,849.49,M,Wales,AK,64.7556,-165.6723,145,"Administrator, education",1325800954,65.266065,-164.865352,1
2019-01-05 22:05:50,30328384440870,"fraud_Gottlieb, Considine and Schultz",shopping_net,1177.79,F,Browning,MO,40.029,-93.1607,602,Cytogeneticist,1325801150,39.288305,-92.476947,1
2019-01-05 22:12:25,341546199006537,"fraud_Moen, Reinger and Murphy",grocery_pos,307.09,M,Wales,AK,64.7556,-165.6723,145,"Administrator, education",1325801545,64.909145,-164.71208700000005,1
2019-01-05 22:18:52,341546199006537,"fraud_Hauck, Dietrich and Funk",kids_pets,4.58,M,Wales,AK,64.7556,-165.6723,145,"Administrator, education",1325801932,65.052892,-166.067029,1
2019-01-05 22:32:28,341546199006537,fraud_Pouros-Haag,shopping_pos,730.78,M,Wales,AK,64.7556,-165.6723,145,"Administrator, education",1325802748,65.233866,-166.550779,1
2019-01-05 22:33:55,341546199006537,fraud_Goyette Inc,shopping_net,1006.4,M,Wales,AK,64.7556,-165.6723,145,"Administrator, education",1325802835,65.220316,-165.005725,1
2019-01-05 22:38:15,341546199006537,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,830.72,M,Wales,AK,64.7556,-165.6723,145,"Administrator, education",1325803095,65.710538,-165.98611699999998,1
2019-01-05 23:17:39,341546199006537,fraud_Pacocha-O'Reilly,grocery_pos,311.92,M,Wales,AK,64.7556,-165.6723,145,"Administrator, education",1325805459,64.79500999999999,-165.670735,1
2019-01-05 23:26:24,30328384440870,fraud_Barrows PLC,shopping_pos,762.93,F,Browning,MO,40.029,-93.1607,602,Cytogeneticist,1325805984,40.205262,-93.499211,1
2019-01-06 00:41:18,4239552724014407,fraud_Jewess LLC,shopping_pos,32.91,M,Paulding,OH,41.141000000000005,-84.5722,6284,Secondary school teacher,1325810478,40.976328,-84.121197,0
2019-01-06 07:22:28,3567879740649740,fraud_Kuvalis Ltd,gas_transport,46.74,F,Brownville,NY,44.0577,-76.0196,1271,"Producer, radio",1325834548,44.673985,-75.724349,0
2019-01-06 07:51:07,5580563567307107,fraud_McCullough LLC,misc_pos,32.58,M,Smock,PA,39.9961,-79.7678,1946,Charity fundraiser,1325836267,39.156404,-80.19031899999999,0
2019-01-06 14:05:11,4992346398065154184,fraud_Grimes LLC,entertainment,53.58,M,Mc Nabb,IL,41.173,-89.2187,532,Audiological scientist,1325858711,41.327337,-89.202613,0
2019-01-06 16:07:50,30561214688470,fraud_Cruickshank-Mills,entertainment,30.17,F,Allentown,PA,40.5891,-75.4645,166081,"Scientist, research (maths)",1325866070,39.679852,-75.862838,0
2019-01-06 18:39:03,4764202053279782,fraud_Rau-Robel,kids_pets,14.45,M,Diamond,OH,41.0935,-81.0425,2644,Air cabin crew,1325875143,41.387745,-80.942135,0
2019-01-06 18:39:27,30328384440870,fraud_Fisher-Schowalter,shopping_net,855.88,F,Browning,MO,40.029,-93.1607,602,Cytogeneticist,1325875167,40.786018,-93.301092,1
2019-01-06 23:07:56,377234009633447,fraud_Gulgowski LLC,home,121.37,F,Shenandoah Junction,WV,39.3716,-77.8229,1925,Systems developer,1325891276,39.613665000000005,-77.1807,0
2019-01-06 23:33:57,30328384440870,fraud_Gleason-Macejkovic,shopping_net,909.29,F,Browning,MO,40.029,-93.1607,602,Cytogeneticist,1325892837,40.977312,-93.55098,1
2019-01-06 23:35:09,38544312728630,fraud_Ziemann-Waters,health_fitness,78.61,F,Bonita Springs,FL,26.3771,-81.7334,51427,Claims inspector/assessor,1325892909,25.439671,-80.912177,0
2019-01-07 04:34:48,3597980945245815,"fraud_Schumm, Bauch and Ondricka",grocery_pos,300.14,M,De Queen,AR,34.0442,-94.3386,11253,"Scientist, biomedical",1325910888,33.205504,-93.710845,1
2019-01-07 05:18:03,377234009633447,fraud_DuBuque LLC,grocery_pos,133.06,F,Shenandoah Junction,WV,39.3716,-77.8229,1925,Systems developer,1325913483,38.864471,-78.060325,0
2019-01-07 05:58:12,2576709887791552,fraud_Rempel PLC,grocery_net,98.7,M,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,1325915892,32.623506,-116.428153,0
2019-01-07 06:00:27,4488258847705225890,fraud_Wilkinson Ltd,entertainment,62.22,F,West Columbia,SC,33.9568,-81.1405,52126,Chemical engineer,1325916027,34.3481,-80.973962,0
2019-01-07 10:00:54,6538891242532018,fraud_Bernhard Inc,gas_transport,57.87,F,Walnut Ridge,AR,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1325930454,36.539114,-89.97444200000001,0
2019-01-07 13:04:42,370877495212014,fraud_Lubowitz-Walter,kids_pets,98.06,F,North Wilkesboro,NC,36.2017,-81.1286,21134,Dispensing optician,1325941482,37.104541,-81.870254,0
2019-01-07 14:14:45,3589255887819806,fraud_Schaefer Ltd,kids_pets,30.07,M,Hancock,MD,39.6991,-78.1762,3766,Press photographer,1325945685,40.259739,-77.473457,0
2019-01-07 14:29:04,676148621961,fraud_Schoen Ltd,kids_pets,47.16,F,Eagarville,IL,39.1118,-89.7855,91,Materials engineer,1325946544,39.475427,-90.054562,0
2019-01-07 15:46:21,3513618443244549,"fraud_Schiller, Blanda and Johnson",home,50.63,F,Fulton,SD,43.7588,-97.8712,355,Financial adviser,1325951181,43.68184,-98.190064,0
2019-01-07 16:22:10,3567697931646329,fraud_Cartwright-Harris,grocery_pos,66.5,M,Hudson,NY,42.247,-73.7552,17867,Travel agency manager,1325953330,42.767737,-74.159231,0
2019-01-07 21:35:32,180048185037117,fraud_Effertz LLC,entertainment,140.09,F,Plainfield,NJ,40.6152,-74.415,71485,Leisure centre manager,1325972132,41.156027,-75.32628199999999,0
2019-01-07 21:56:07,4873783502705038,fraud_Terry Ltd,home,153.07,F,Burlington,WA,48.4786,-122.3345,14871,Public house manager,1325973367,49.224577,-122.258804,0
2019-01-07 22:33:05,3597980945245815,"fraud_Baumbach, Feeney and Morar",shopping_net,967.92,M,De Queen,AR,34.0442,-94.3386,11253,"Scientist, biomedical",1325975585,34.371875,-93.649208,1
2019-01-07 23:44:27,3597980945245815,fraud_Koepp-Witting,grocery_pos,270.01,M,De Queen,AR,34.0442,-94.3386,11253,"Scientist, biomedical",1325979867,34.535738,-94.524795,1
2019-01-07 23:58:33,3597980945245815,fraud_Heidenreich PLC,grocery_pos,289.69,M,De Queen,AR,34.0442,-94.3386,11253,"Scientist, biomedical",1325980713,34.90683,-94.7085,1
2019-01-08 00:03:32,4806443445305,fraud_Kuhic Inc,grocery_pos,311.83,M,Ironton,OH,38.5294,-82.6654,21635,Geochemist,1325981012,37.786479,-83.50659,1
2019-01-08 00:26:57,4806443445305,fraud_Strosin-Cruickshank,grocery_pos,283.19,M,Ironton,OH,38.5294,-82.6654,21635,Geochemist,1325982417,38.445375,-82.410087,1
2019-01-08 01:23:19,342035762534413,"fraud_Jenkins, Hauck and Friesen",gas_transport,15.82,F,Manquin,VA,37.7184,-77.186,976,"Engineer, automotive",1325985799,38.032519,-77.88831,1
2019-01-08 01:24:09,372520049757633,fraud_Trantow PLC,grocery_net,27.39,F,Ranier,MN,48.6031,-93.2977,136,Ceramics designer,1325985849,49.089381,-93.718861,0
2019-01-08 01:24:13,4755696071492,fraud_Cummings Group,grocery_net,56.96,M,Sachse,TX,32.9643,-96.6012,20328,Site engineer,1325985853,33.678891,-96.445664,0
2019-01-08 01:25:51,3597980945245815,fraud_Padberg-Welch,grocery_pos,296.32,M,De Queen,AR,34.0442,-94.3386,11253,"Scientist, biomedical",1325985951,34.776591,-94.138256,1
2019-01-08 01:36:15,342035762534413,fraud_O'Keefe-Hudson,grocery_pos,334.28,F,Manquin,VA,37.7184,-77.186,976,"Engineer, automotive",1325986575,37.751241,-78.15634,1
2019-01-08 01:50:29,4859525594182537,fraud_Howe Ltd,misc_pos,664.73,F,Downsville,NY,42.0716,-75.0152,1228,"Psychotherapist, child",1325987429,41.124211,-75.954718,1
2019-01-08 02:09:01,3597980945245815,"fraud_Reilly, Heaney and Cole",gas_transport,8.79,M,De Queen,AR,34.0442,-94.3386,11253,"Scientist, biomedical",1325988541,35.042148,-94.430423,1
2019-01-08 02:29:54,3597980945245815,fraud_Bauch-Raynor,grocery_pos,301.55,M,De Queen,AR,34.0442,-94.3386,11253,"Scientist, biomedical",1325989794,34.081708,-94.914201,1
2019-01-08 02:33:34,342035762534413,fraud_Doyle Ltd,grocery_pos,327.26,F,Manquin,VA,37.7184,-77.186,976,"Engineer, automotive",1325990014,36.985656,-76.563765,1
2019-01-08 03:00:11,4859525594182537,fraud_Cormier LLC,shopping_net,1127.56,F,Downsville,NY,42.0716,-75.0152,1228,"Psychotherapist, child",1325991611,41.324955,-75.497389,1
2019-01-08 03:06:06,4806443445305,fraud_Bauch-Raynor,grocery_pos,276.41,M,Ironton,OH,38.5294,-82.6654,21635,Geochemist,1325991966,37.601116,-83.040523,1
2019-01-08 03:35:47,4003989662068504,fraud_Rowe-Vandervort,grocery_net,56.16,M,Bessemer,AL,33.3224,-86.9657,71463,Radio broadcast assistant,1325993747,34.224571000000005,-87.674001,0
2019-01-08 03:37:18,4859525594182537,fraud_Durgan-Auer,misc_net,722.92,F,Downsville,NY,42.0716,-75.0152,1228,"Psychotherapist, child",1325993838,41.763302,-75.411206,1
2019-01-08 04:02:44,342035762534413,fraud_Erdman-Kertzmann,gas_transport,8.33,F,Manquin,VA,37.7184,-77.186,976,"Engineer, automotive",1325995364,37.158814,-77.68378299999999,1
2019-01-08 04:26:13,4859525594182537,fraud_Murray-Smitham,grocery_pos,333.09,F,Downsville,NY,42.0716,-75.0152,1228,"Psychotherapist, child",1325996773,42.908018,-75.716922,1
2019-01-08 04:30:03,3546897637165774,fraud_Williamson LLC,misc_pos,1.45,F,Prairie Hill,TX,31.6591,-96.8094,263,Barrister,1325997003,31.664679,-96.716184,0
2019-01-08 05:15:39,5104807169438134,"fraud_Lehner, Mosciski and King",misc_net,188.71,F,Westhampton Beach,NY,40.8295,-72.6473,3255,Financial trader,1325999739,41.616289,-73.413219,0
2019-01-08 06:01:55,4538566639857,"fraud_Nienow, Ankunding and Collier",misc_pos,1.81,M,Fairview,NJ,40.817,-74.0,13835,"Programmer, multimedia",1326002515,39.935293,-74.658005,0
2019-01-08 06:17:50,30328384440870,fraud_Hermann and Sons,shopping_pos,67.68,F,Browning,MO,40.029,-93.1607,602,Cytogeneticist,1326003470,40.476568,-92.469512,0
2019-01-08 09:48:47,6011109736646996,fraud_Dach-Borer,grocery_net,106.95,F,Wilmington,NC,34.2651,-77.867,186140,English as a second language teacher,1326016127,33.655318,-77.2981,0
2019-01-08 10:52:48,3586955669388457,fraud_Kris-Padberg,shopping_pos,164.08,M,Bolivar,PA,40.3673,-79.1605,1770,"Administrator, local government",1326019968,41.021862,-78.32034300000001,0
2019-01-08 11:41:04,4806443445305,fraud_Murray-Smitham,grocery_pos,291.51,M,Ironton,OH,38.5294,-82.6654,21635,Geochemist,1326022864,39.426472,-83.495305,1
2019-01-08 16:07:05,4859525594182537,fraud_Douglas-White,entertainment,564.57,F,Downsville,NY,42.0716,-75.0152,1228,"Psychotherapist, child",1326038825,42.857025,-74.85479000000001,1
2019-01-08 18:21:23,2712209726293386,fraud_Pacocha-Bauch,shopping_pos,168.39,F,Baton Rouge,LA,30.4066,-91.1468,378909,"Designer, furniture",1326046883,29.409644,-90.574651,0
2019-01-08 19:06:13,2264937662466770,fraud_Lubowitz-Walter,kids_pets,21.4,M,San Antonio,TX,29.3641,-98.4924,1595797,Land,1326049573,29.928006,-98.862542,0
2019-01-08 22:18:14,4859525594182537,fraud_Denesik and Sons,shopping_pos,929.28,F,Downsville,NY,42.0716,-75.0152,1228,"Psychotherapist, child",1326061094,42.996841,-74.70223399999999,1
2019-01-08 22:27:52,342035762534413,fraud_Huel Ltd,misc_net,848.32,F,Manquin,VA,37.7184,-77.186,976,"Engineer, automotive",1326061672,36.89666,-77.907818,1
2019-01-08 22:28:43,3597980945245815,fraud_Cormier LLC,shopping_net,1003.72,M,De Queen,AR,34.0442,-94.3386,11253,"Scientist, biomedical",1326061723,33.576316,-95.062682,1
2019-01-08 22:36:34,4806443445305,fraud_Auer-West,shopping_net,1131.66,M,Ironton,OH,38.5294,-82.6654,21635,Geochemist,1326062194,38.186537,-82.315761,1
2019-01-08 22:48:16,4806443445305,fraud_Stamm-Witting,shopping_net,959.59,M,Ironton,OH,38.5294,-82.6654,21635,Geochemist,1326062896,37.735337,-82.210806,1
2019-01-08 23:05:32,3597980945245815,"fraud_Effertz, Welch and Schowalter",entertainment,388.02,M,De Queen,AR,34.0442,-94.3386,11253,"Scientist, biomedical",1326063932,33.89745,-95.330061,1
2019-01-08 23:22:32,4806443445305,"fraud_Altenwerth, Cartwright and Koss",shopping_net,1050.01,M,Ironton,OH,38.5294,-82.6654,21635,Geochemist,1326064952,39.060309,-81.73788499999999,1
2019-01-08 23:37:33,4806443445305,"fraud_Towne, Greenholt and Koepp",shopping_net,996.93,M,Ironton,OH,38.5294,-82.6654,21635,Geochemist,1326065853,37.786024,-81.92846899999999,1
